company_name,product_name,extract_name,dmf_no,dmf_status,dmf_submit_date,dmf_country,cep_certificate_number,cep_issue_date,cep_status,cep_end_date,cep_type,written_confirmation_no,wc_issue_date,valid_till,product_name_wc
BACHEM FINE CHEMICALS INC,"GLUCAGON (1-29), HUMAN HCl SALT - TORRANCE AND SAN DIEGO, CA.",GLUCAGON,8253,InActive,19/10/1989,Switzerland,,,,,,,,,
BACHEM INC,GLUCAGON-LIKE PEPTIDE (7-37),GLUCAGON,11110,InActive,30/09/1994,Switzerland,,,,,,,,,
BACHEM CALIFORNIA,"GLUCAGON (1-29), HUMAN",GLUCAGON,12297,InActive,27/12/1996,Switzerland,,,,,,,,,
BACHEM FINE CHEMICALS INC,"CORTICOTROPIN RELEASING FACTORS (CRF), (HUMAN, RAT)",CORTICOTROPIN,6240,InActive,16/03/1986,Switzerland,,,,,,,,,
BACHEM INC,"CORTICORTROPIN RELEASING FACTOR, HUMAN , ACETATE SALT",CORTICORTROPIN RELEASING FACTOR,11978,InActive,24/05/1996,Switzerland,,,,,,,,,
BACHEM FINE CHEMICALS INC,ANTIDE (LH-RH ANTAGONIST),Antide,8681,InActive,30/07/1990,Switzerland,,,,,,,,,
BACHEM FINE CHEMICALS INC,BIOMEASURE SOMATOSTATIN ANALOG,SOMATOSTATIN,7627,InActive,15/08/1988,Switzerland,,,,,,,,,
IRISH FHER LABORATORIES,AZATADINE MALEATE,AZAADINE MALEATE,7859,InActive,09/01/1989,Gabon,,,,,,,,,
FINE CHEMICALS CORP,AZATADINE MALEATE,AZAADINE MALEATE,8523,InActive,30/03/1990,South Africa,,,,,,,,,
DEGUSSA AG WERK RADEBEUL,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,13141,InActive,18/08/1998,Switzerland,,,,,,,,,
EXCELLA GMBH AND CO KG,EPINASTINE HYDROCHLORIDE,EPINASTINE HYDROCHLORIDE,20993,Active,02/11/2007,Germany,,,,,,,,,
BLASCHIM SPA,NAPROXEN,NAPROXEN,4750,InActive,06/12/1982,Gabon,,,,,,,,,
JOHNSON MATTHEY PHARMACEUTICAL MATERIALS,ALENDRONIC ACID MONOHYDRATE (ALC),ALENDRONIC ACID MONOHYDRATE,19242,InActive,08/03/2006,United Kingdom,,,,,,,,,
PHARMECO LABORATORIES INC,"2-(2,6-DIOXO-3-PIPERIDINYL)1H-ISOINDOLE-1,3(2H)-DIONE IN CA",1H-Isoindole-1,8955,InActive,29/01/1991,Gabon,,,,,,,,,
DR REDDYS LABORATORIES LTD,FOSAPREPITANT DIMEGLUMINE,Fosaprepitant Dimeglumine,24829,InActive,31/03/2011,India,,,,,,,,,
BACHEM FEINCHEMIKALIEN AG,N-FMOC-L-LEUCINE,N-FMOC-L-LEUCINE,8427,InActive,31/01/1990,Switzerland,,,,,,,,,
BACHEM FEINCHEMIKALIEN AG,N-FMOC-L-LEUCINE SODIUM SALT,N-FMOC-L-LEUCINE,9008,InActive,05/03/1991,Switzerland,,,,,,,,,
ZACH SYSTEM SPA,SULINDAC SULFONE,Sulindac,13018,InActive,10/06/1998,Gabon,,,,,,,,,
JOHNSON MATTHEY INC,METAXALONE,METAXALONE,15609,InActive,30/08/2001,United Kingdom,,,,,,,,,
ZAKLADY FARMACEUTYCZNE POLPHARMA SA,BAZEDOXIFENE ACETATE,Bazedoxifene Acetate,31793,InActive,23/05/2017,Poland,,,,,,,,,
VICTOR M HERMELIN CO DIV K-V PHARMACAL CO,DARVON (PROPOXYPHENE HCL) SUSTAINED RELEASE CAPSULES,PROPOXYPHENE HCL,1381,InActive,01/07/1969,Gabon,,,,,,,,,
CHEMWERTH INC,INTERMEDIATE 6 OF ARGATROBAN (ARGA 6),ARGATROBAN,22855,InActive,14/08/2009,U.S.A,,,,,,,,,
MEDICHEM SA,PANTOPRAZOLE SODIUM SESQUIHYDRATE,Pantoprazole Sodium,18283,InActive,14/04/2005,Spain,R0-CEP 2010-181 - Rev 00,05/05/2011,Withdrawn by Holder,20/02/2015,Chemical,WC-0043A3,21/01/2020,04/06/2022,PANTAPRAZOLE SODIUM SESQUIHYDRATE
DR REDDYS LABORATORIES LTD,Pantoprazole Sodium Sesquihydrate,Pantoprazole Sodium Sesquihydrate,21176,InActive,21/12/2007,India,,,,,,,,,
JIANGSU HIBROAD BIO-PHARMACEUTICAL CO LTD,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,28079,InActive,29/01/2015,China,,,,,,,,,
ICI AMERICAS INC,TWEEN 65 (SORBITAN TRISTEARATE) (POLYOXYETHYLENE),Sorbitan stearate,3399,InActive,07/12/1978,Gabon,,,,,,,,,
ZINCOLLIED INDIA PVT LTD,ZINC OXIDE,ZINC OXIDE,17316,InActive,12/04/2004,Gabon,,,,,,,,,
MEDICHEM SA,RABEPRAZOLE SDOIUM (MED-201580/E),RABEPRAZOLE SDOIUM,20825,InActive,29/08/2007,Spain,R0-CEP 2021-023 - Rev 00,10/01/2023,Valid,,Chemical,WC-0043A4,05/02/2021,04/06/2022,Rabeprazole Sodium USP/Hydrate EP
DR REDDYS LABORATORIES LTD,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,18342,InActive,09/05/2005,India,R0-CEP 2019-222 - Rev 01,09/06/2023,Valid,,Chemical,,,,
DEGUSSA AG WERK RADEBEUL,FACILS & CONTROLS FOR MANUFACTURE OF L-PROLINE IN REXIM PLANT,L-PROLINE,3662,InActive,17/12/1979,Switzerland,,,,,,,,,
DELMAR CHEMICALS INC,ETHAMBUTOL DIHYDROCHLORIDE,ETHAMBUTOL DIHYDROCHLORIDE,8582,InActive,28/05/1990,Canada,,,,,,,,,
JOHNSON MATTHEY INC,FENTANYL CITRATE,FENTANYL CITRATE,8513,InActive,05/04/1990,United Kingdom,R1-CEP 1999-098 - Rev 02,01/07/2008,Withdrawn by Holder,25/04/2016,Chemical,,,,
CALBIOCHEM CORP,5-IODO-2-DEOXYURIDINE,DEOXYURIDINE,529,InActive,27/03/1963,Gabon,,,,,,,,,
PHARM ECO LABORATORIES INC,PRALIDOXIME CHLORIDE USP,PRALIDOXIME CHLORIDE,7065,InActive,13/07/1987,U.S.A,,,,,,,,,
ORION CORP FARMOS CHEMICAL PLANT,LEUCOVORIN CALCIUM 15MG TABLET,LEUCOVORIN CALCIUM,6925,InActive,14/04/1987,Finland,,,,,,,,,
PHARMACEUTICAL WORKS POLPHARMA SA,SULFADIMETHOXINE SODIUM,Sulfadimethoxine sodium,20009,InActive,30/11/2006,Poland,,,,,,,,,
EVONIK TECHNOCHEMIE GMBH,LORMETAZEPAM (MACRO),LORMETAZEPAM,4790,InActive,26/11/1982,Germany,,,,,,,,,
FINORGA,"6-METHOXY 5, TRIFLUOROMETHYL 1-NAPHTHOLIC ACID","6-METHOXY 5, TRIFLUOROMETHYL 1-NAPHTHOLIC ACID",6010,InActive,30/08/1985,France,,,,,,,,,
PCAS,BISMUTH CITRATE,BISMUTH CITRATE,10655,InActive,06/12/1993,France,,,,,,,,,
PCAS,"MANUFACTURING FACILITY FOR ""BISMUTH CITRATE"" AT LA VOULTE SUR RHONE",Bismuth Citrate,10665,InActive,06/12/1993,France,,,,,,,,,
DR REDDYS LABORATORIES LTD,OLMESARTAN MEDOXOMIL,Olmesartan Medoxomil,19384,InActive,20/04/2006,India,,,,,,WC-0067,14/02/2020,07/07/2022,Olmesartan medoximil IH/USP
DR REDDYS LABORATORIES LTD,OLMESARTAN MEDOXOMIL USP (PROCESS II),Olmesartan Medoxomil,23658,InActive,27/03/2010,India,,,,,,,,,
DR REDDYS LABORATORIES LTD,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,17278,InActive,31/03/2004,India,R1-CEP 2012-395 - Rev 01,05/06/2023,Valid,,Chemical,,,,
DR REDDYS LABORATORIES LTD,ESOMEPRAZOLE MAGNESIUM (AMORPHOUS FORM),ESOMEPRAZOLE MAGNESIUM,19192,InActive,21/02/2006,India,,,,,,,,,
DR REDDYS LABORATORIES LTD,ESOMEPRAZOLE MAGNESIUM DIHYDRATE,Esomeprazole Magnesium,22376,InActive,31/12/2008,India,,,,,,,,,
DR REDDYS LABORATORIES LTD,ESOMEPRAZOLE MAGNESIUM (AMORPHOUS) [PROCESS-3],ESOMEPRAZOLE MAGNESIUM,24746,InActive,11/03/2011,India,,,,,,,,,
DR REDDYS LABORATORIES LTD,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE [PRODUCT CODE: ERM],Esomeprazole Magnesium,28135,InActive,31/03/2014,India,,,,,,,,,
SANOFI SYNTHELABO INC,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,4693,InActive,13/10/1982,France,,,,,,,,,
ORION CORP FARMOS CHEMICAL PLANT,"METHOTREXATE 2,5 MG TABLET",METHOTREXATE,6899,InActive,31/03/1987,Finland,,,,,,,,,
PCR INC,MEDICAL GRADE DODECAFLUOROPENTANE,Dodecafluoropentane,10459,InActive,03/09/1993,Gabon,,,,,,,,,
PALMER RESEARCH LABORATORIES,ISOSORBIDE DINITRATE TRITURATE,ISOSORBIDE,1857,InActive,17/01/1972,Gabon,,,,,,,,,
ICI AMERICAS INC,G-100 DIMETHYL ISOSORBIDE/ANIMAL STUDIES-IN VITRO BLOOD COMPAT TESTS,ISOSORBIDE,4574,InActive,02/06/1982,Gabon,,,,,,,,,
WISCONSIN ANALYTICAL AND RESEARCH SERVICES LTD,"ISOSORBIDE DINITRITE (ISDN), 2-ISMN AND 5-ISMN",ISOSORBIDE,6799,InActive,30/01/1987,Gabon,,,,,,,,,
COMPANHIA INDUSTRIAL PRODUTORA DE ANTIBIOTICOS SARL,ERYTHROMYCIN,ERYTHROMYCIN,13406,InActive,01/09/1998,Portugal,,,,,,,,,
COMPANHIA INDUSTRIAL PRODUTORA DE ANTIBIOTICOS SARL,ERYTHROMYCIN STEARATE,ERYTHROMYCIN STEARATE,14245,InActive,01/07/1999,Portugal,,,,,,,,,
SERIPHARM SA,10-DEACETYL BACCATIN III,10-DEACETYL BACCATIN III,14712,InActive,29/02/2000,France,,,,,,,,,
JOHNSON MATTHEY PHARMA SERVICES,LEVALBUTEROL HCI,Levalbuterol,20142,InActive,10/01/2007,U.S.A,,,,,,,,,
WAVELENGTH ENTERPRISES LTD,IMATINIB MESYLATE ALPHA FORM,IMATINIB MESYLATE,24971,InActive,16/05/2011,Israel,,,,,,,,,
NORAMCO INC,CODEINE PHOSPHATE,CODEINE PHOSPHATE,6413,InActive,06/06/1986,U.S.A,R1-CEP 2010-052 - Rev 01,18/01/2019,Valid,,Chemical,,,,
FINE CHEMICALS CORP,CODEINE PHOSPHATE,CODEINE PHOSPHATE,12655,InActive,11/09/1997,South Africa,R1-CEP 2012-140 - Rev 01,14/01/2021,Withdrawn by Holder,28/05/2021,Chemical,,,,
HOPE CO,SYNTHESIS OF BULK SODIUM SULFATHIAZOLE SESQUIHYDRATE,SODIUM SULFATHIAZOLE,3955,InActive,08/10/1980,Gabon,,,,,,,,,
MACFARLAN SMITH LTD,GALANTAMINE HYDROBROMIDE,GALANTAMINE HYDROBROMIDE,18078,InActive,09/02/2005,United Kingdom,,,,,,,,,
GANES CHEMICALS INC PENNSVILLE DIV,PHENDIMETRAZINE BITARTRATE BULK,Phendimetrazine Tartrate,2097,InActive,25/04/1973,Gabon,,,,,,,,,
PHARMAZELL GMBH,L-LYSINE-N-ACETYLCYSTEINATE,L-LYSINE-N-ACETYLCYSTEINATE,9874,InActive,15/09/1992,Germany,,,,,,,,,
ROUSSEL CORP,INOSITOL HEXANICOTINATE,INOSITOL HEXANICOTINATE,594,InActive,05/07/1963,France,,,,,,,,,
MACFARLAN SMITH LTD,BUPRENORPHINE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE,7343,InActive,18/02/1988,United Kingdom,R1-CEP 1999-198 - Rev 02,17/06/2009,Withdrawn by Holder,26/03/2012,Chemical,,,,
PCAS,INDOCYANINE GREEN,INDOCYANINE GREEN,19423,InActive,08/05/2006,France,,,,,,,,,
SANOFI CHIMIE,LEVOMEPROMAZINE HYDROCHLORIDE,Levomepromazine Hydrochloride,16689,InActive,10/07/2003,France,,,,,,,,,
MEDICHEM SA,LOSARTAN POTASSIUM,Losartan Potassium,17833,InActive,08/11/2004,Spain,,,,,,,,,
DELMAR CHEMICALS INC,"D.M.M.P.(1,3-BISMETHOXYMETHYL-5-ETHYL-5-PHENYL-BARBITURIC ACID)BULK",URIC ACID,2280,InActive,31/05/1974,Canada,,,,,,,,,
EMERY CHEMICALS,EMEREST 2703 (PEG-4 LAURATE),URATE,6691,InActive,18/11/1986,Malaysia,,,,,,,,,
LEIRAS OY,"GLYCOPYRROLATE, USP",GLYCOPYRROLATE,3522,InActive,04/05/1979,Gabon,,,,,,,,,
CERBIOS PHARMA SA,GLYCOPYRROLATE USP,Glycopyrrolate,29331,Active,13/09/2017,Switzerland,,,,,,,,,
EVONIK OPERATIONS GMBH,THIAPROLINE-M-AMINOBENZOIC ACID MONOHYDROCHLORIDE,THIAPROLINE-M-AMINOBENZOIC ACID MONOHYDROCHLORIDE,15060,InActive,21/09/2000,Germany,,,,,,,,,
DR REDDYS LABORATORIES LTD,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE,15715,InActive,12/11/2001,India,R0-CEP 2021-052 - Rev 01,20/02/2023,Valid,,Chemical,,,,
ZACH SYSTEM SPA,CLOPIDOGREL BISULFATE,Clopidogrel Bisulfate,22081,InActive,29/09/2008,Gabon,R0-CEP 2012-407 - Rev 00,14/01/2014,Withdrawn by Holder,06/09/2018,Chemical,,,,
DR REDDYS LABORATORIES LTD,CLOPIDOGREL PREMIX,CLOPIDOGREL,22568,InActive,23/02/2009,India,,,,,,,,,
PHARMAZELL INDIA PRIVATE LTD,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE,22619,InActive,05/03/2009,India,,,,,,,,,
INTERQUIM SA,PALIPERIDONE,PALIPERIDONE,24387,InActive,22/11/2010,Spain,,,,,,,,,
DR REDDYS LABORATORIES LTD,SITAGLIPTIN HYDROCHLORIDE (MONOHYDRATE),Sitagliptin Hydrochloride,34400,Active,30/12/2019,India,,,,,,WC-0067A5-A6,27/09/2019,07/07/2022,Sitagliptin Hydrochloride Monohydrate
ALKEM LABORATORIES LTD,DABIGATRAN ETEXILATE MESYLATE,Dabigatran Etexilate Mesylate,28231,Active,27/05/2014,Spain,,,,,,WC-0067,14/02/2020,07/07/2022,Dabigatran Etexilate Mesylate IH
RIEDEL DEHAEN AG,2-(2-METHOXYPHENOXY)-ETHYL TOLUENE-4-SULFONATE,TOLUENE,10151,InActive,30/03/1993,Gabon,,,,,,,,,
JOHNSON MATTHEY PHARMACEUTICAL MATERIALS,"2-(1-AMINO-1-METHYL-ETHYL)-HYDROXY-1-METHYL-6-OXO-1,6-DIHYDROPYRIMIDINE-4-CARBOXYLIC ACID 4-FLUORO-BENZYLAMIDE (ECB)",Carboxylic Acid,20101,InActive,29/12/2006,United Kingdom,,,,,,,,,
NIPPON FINE CHEMICAL LTD,TRIPALMITIN,Tripalmitin,9731,InActive,15/06/1992,Japan,,,,,,,,,
PHARM ECO LABORATORIES INC,ANTIVIRAL STUDY GROUP INFORMATION TO SUPPORT CLINICAL STUDIES,"3,4,5-trimethoxyphenyl-2-oxoacetic acid",11025,InActive,04/08/1994,U.S.A,,,,,,,,,
DSM ANTI INFECTIVES INDIA LTD,6-APA ANTIBIOTIC INTERMEDIATE,6-Aminopenicillanic Acid,9743,InActive,23/06/1992,Netherlands,,,,,,,,,
JOHNSON MATTHEY INC,NAPHAZOLINE HYDROCHLORIDE,NAPHAZOLINE HYDROCHLORIDE,11066,InActive,02/09/1994,United Kingdom,,,,,,,,,
DR REDDYS LABORATORIES LTD,TADALAFIL,Tadalafil,21209,InActive,07/01/2008,India,,,,,,,,,
SOCIETE DES LABORATOIRES LABAZ,CARNITINE CARNITINATE DICHLORIDE,CARNITINE,214,InActive,01/01/1940,Gabon,,,,,,,,,
FINORGA SAS,BETAXOLOL HYDROCHLORIDE,Betaxolol Hydrochloride,6286,InActive,04/03/1986,France,,,,,,,,,
AVRA LABORATORIES PRIVATE LTD,7-ETHYL-10-HYDROXYCAMPTOTHECIN,SN-38 Glucuronide,27429,InActive,18/07/2013,India,,,,,,,,,
CHEM WERTH INC,FULVESTRANT,Fulvestrant,26893,InActive,14/03/2014,U.S.A,,,,,,,,,
DEGUSSA AG WERK RADEBEUL,"CARBOPLATIN, USP",CARBOPLATIN,12369,InActive,21/02/1997,Switzerland,,,,,,,,,
ORTHO PHARMACEUTICAL CORP,ESTRADIOL 17-A-IN PROPYLENE GLYCOL : PARENTERAL,PROPYLENE GLYCOL,1655,InActive,28/01/1971,Gabon,,,,,,,,,
ZAKLADY FARMACEUTYCZNE POLPHARMA SA,PRASUGREL HYDROCHLORIDE,Prasugrel Hydrochloride,30764,InActive,14/07/2016,Poland,,,,,,WC-0067,14/02/2020,07/07/2022,Prasugrel HCI (IH)
DR REDDYS LABORATORIES LTD,VARDENAFIL HYDROCHLORIDE TRIHYDRATE,Vardenafil Hydrochloride,20780,InActive,17/08/2007,India,R0-CEP 2014-233 - Rev 01,28/06/2018,Expired,26/10/2020,Chemical,,,,
ICI AMERICAS INC,"SORBITOL, MANITOL, HEXITOL EMULSIF. AGENT-TN: SPAN, TWEENS, ARLACEL",,44,InActive,19/12/1947,Gabon,,,,,,,,,
THOS LEEMING AND CO SUB CHAS PFIZER AND CO INC,"FACILITIES ,CONTROL",,149,InActive,15/09/1954,Gabon,,,,,,,,,
ELLAY RUBBER CO DIV WR GRACE AND CO,VINYL SHEETING & GRANULES - 0445X3,,238,InActive,02/11/1956,Gabon,,,,,,,,,
EMERY PERSONAL CARE PRODUCTS GROUP,ETHOXYLAN,,286,InActive,05/02/1958,Malaysia,,,,,,,,,
ICI AMERICAS INC,SPAN 85 - SPECS & ASSAY METHODS,,321,InActive,07/01/1959,Gabon,,,,,,,,,
SHARP CORP,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN CONSHOHOCKEN, PENNSYLVANIA.",,397,InActive,06/09/1960,Gabon,,,,,,,,,
EMERY PERSONAL CARE PRODUCTS GROUP,NIMLESTROL; LANFRAX; LANTROL; LANFRAX WS55 (LANOLIN PRODUCTS),,399,InActive,03/10/1960,Malaysia,,,,,,,,,
ICI AMERICAS INC,STANDARD DRUG MIXTURE #35--SDM#35, ,496,InActive,15/08/1962,Gabon,,,,,,,,,
ALLERGAN SPA,5-IODODEOXYURIDINE (5IUDR),,508,InActive,30/11/1962,Ireland,,,,,,,,,
ICI AMERICAS INC,BRIJ 30 POLYOXYETHYLENE (4) LAURYL ETHER, ,558,InActive,20/05/1963,Gabon,,,,,,,,,
WILLIAM S MERRELL CO DIV RICHARDSON MERRELL INC,CONTROLS AND FACILITIES,,787,InActive,18/02/1964,Gabon,,,,,,,,,
ICI AMERICAS INC,PGAC-112  (THIS DMF FORMERLY HELD BY CHATTEM CHEMICALS),,1018,InActive,05/01/1967,Gabon,,,,,,,,,
ICI AMERICAS INC,STANDARD DRUG MIXTURE NO. 23 (20% PETN),,1026,InActive,01/02/1967,Gabon,,,,,,,,,
VICTOR M HERMELIN AND CO DIV KV PHARMACAL CO,PENTRITOL (PENTAERYTHRITOL TETRABUTRATE) TEMPULES 30MG C.R.C,,1147,InActive,05/03/1968,Gabon,,,,,,,,,
ALLERGAN PHARMACEUTICAL,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES OF OPTHALMIC PREPS IN IRVINE, CALIFORNIA.",,1351,InActive,08/04/1969,Ireland,,,,,,,,,
CALBIOCHEM BEHRING CORP,CYTOSINE ARABINOSIDE AND CYSTOSINE ARABINOSINE HYDROCHLORIDE,,1397,InActive,25/07/1969,Gabon,,,,,,,,,
VICTOR M HERMELIN CO DIV K-V PHARMACAL CO,COROVAS TYMCAPS  (PENTAERYTHRITOL TETRA NITRATE),,1402,InActive,01/08/1969,Gabon,,,,,,,,,
VICTOR M HERMELIN CO DIV K-V PHARMACAL CO,DUOTRATE 45MG PLATEAU CAPSULES, ,1446,InActive,26/11/1969,Gabon,,,,,,,,,
DEWEY AND ALMY CHEM DIV WR GRACE AND CO,DEWEY AND ALMAY AEROSOL COMPOUNDS S1419 AND S1420,,1472,InActive,14/01/1970,U.S.A,,,,,,,,,
CALBIOCHEM BEHRING CORP,"DL AND L-5-HYDROXYTRYPTOPHAN, 100mg AND 250mg CAPSULE",,1659,InActive,01/02/1971,Gabon,,,,,,,,,
CALBIOCHEM BEHRING CORP,INOSINNE (CALBIOCHEM CAT. #800101),,1722,InActive,17/05/1971,Gabon,,,,,,,,,
DELMAR CHEMICALS INC,METHAQUALONE BASE AND METHAQUALONE HCL,,1750,InActive,03/02/1971,Canada,,,,,,,,,
DELMAR CHEMICALS INC,GENERAL INFORMATION ON FACILITIES & CONTROL,,1810,InActive,18/10/1971,Canada,,,,,,,,,
AMERICAN BIO SYNTHETICS CORP,METHYLENE CASEIN-ESMA TAB NO. 609,,1871,InActive,14/02/1972,Gabon,,,,,,,,,
DEWEY AND ALMY CHEM DIV WR GRACE AND CO,DAREX EXPERIMENTAL COMPOUND H-1453,,1965,InActive,17/07/1972,U.S.A,,,,,,,,,
WR GRACE AND CO,X-PAL CONTACT LENS POLISH,,2008,InActive,25/10/1972,U.S.A,,,,,,,,,
LINSON LTD,DROCINONIDE PHOSPHATE POTASSIUM (BULK),,2040,InActive,15/01/1973,Gabon,,,,,,,,,
DELMAR CHEMICALS INC,PHENDIMETRAZINE BITARTRATE (BULK POWDER),,2093,InActive,06/04/1973,Canada,,,,,,,,,
PCR INC,FACILITIES AND CONTROL,,2118,InActive,25/06/1973,Gabon,,,,,,,,,
ICI AMERICAS INC,BRIJ 76,,2129,InActive,13/07/1973,Gabon,,,,,,,,,
CALBIOCHEM BEHRING CORP,CB-351 CAPS,,2158,InActive,02/10/1973,Gabon,,,,,,,,,
RHONE POULENC LTD,"FACILITIES, PERSONNEL & PROCEDURES FOR PHARMACEUTICAL FINISHED PRODUCT PRODUCTION IN DAGENHAM, ENGLAND.",,2254,InActive,27/03/1974,France,,,,,,,,,
DEWEY AND ALMY CHEM DIV WR GRACE AND CO,DAREX CAP COMPOUND 64,,2341,InActive,04/09/1974,U.S.A,,,,,,,,,
ALLERGAN PHARMACEUTICAL,GSH-1157-2333X PROLASE 300 (SOFT CONTACT LENS CLEANER),,2380,InActive,20/12/1974,Ireland,,,,,,,,,
ICI AMERICAS INC,ARLAMOL E  (PPG-15 STEARYL ETHER),,2436,InActive,08/04/1975,Gabon,,,,,,,,,
PHARM ECO LABORATORIES INC,FACILITIES FOR PHARM-ECO LABS,,2744,InActive,09/09/1976,U.S.A,,,,,,,,,
4 QUATRUM EMPRESA NACIONAL DE QUIMICA ORGANICA SARL,"FACILS., CONTROLS AND DRUG SYNTHESIS AND PRODUCT INFORMATION",,2768,InActive,03/11/1976,Gabon,,,,,,,,,
ROUSSELL UCLAF,25 HYDROXYCHOLECALCIFEROL (RU 4682),,2931,InActive,18/05/1977,Gabon,,,,,,,,,
MACFARLAN SMITH JOHNSON MATTHEY PLC BUSINESS,WEST WHITELAND & DEVON PLANTS,,2980,InActive,24/06/1977,United Kingdom,,,,,,,,,
PCR INC,"FACILITIES AND CONTROLS FOR THE HUMACAO, PUERTO RICO PLANT",,3050,InActive,09/11/1977,Gabon,,,,,,,,,
ICI AMERICAS INC,TWEEN 80 (POLYSORBATE 80),,3197,InActive,10/05/1978,Gabon,,,,,,,,,
ROUSSELL UCLAF,DELTADIIODOMEDRANE, ,3198,InActive,11/05/1978,Gabon,,,,,,,,,
ORION CORP,"GENERAL METHODS, FACILITIES, AND CONTROLS",,3271,InActive,11/08/1978,Finland,,,,,,,,,
ICI AMERICAS INC,SPAN -65 (SORBITAN TRISTEARATE, ,3394,InActive,01/12/1978,Gabon,,,,,,,,,
DELMAR CHEMICALS INC,CK-0569A (BULK) ANTI-PLAQUE AGENT, ,3482,InActive,14/03/1979,Canada,,,,,,,,,
ADAMHA NIDA,CANNABININOID FORMULATIONS,,3666,InActive,20/12/1979,Gabon,,,,,,,,,
BLASCHIM SPA,MANUFACTURING PROCEDURES,,3682,InActive,31/01/1980,Gabon,,,,,,,,,
GIST-BROCADES NV PHARMACEUTICALS,"FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES",,3797,InActive,09/05/1980,Gabon,,,,,,,,,
ICI AMERICAS INC,BRIJ 58 (POLOXYETHYLENE(20)CETYL ETHER), ,3901,InActive,26/06/1980,Gabon,,,,,,,,,
LINSON LTD,"PERSONNEL QUALS LISTINGS FOR 3 SUBSIDS IN SWORDS, DUBLIN, IRELAND",,3965,InActive,16/10/1980,Gabon,,,,,,,,,
